Nomor,Kategori/Kelompok Pemeriksaan,Nama Pemeriksaan,Permintaan/Hasil,Spesimen,Tipe hasil pemeriksaan,Satuan,Metode Analisis,Code,Display,Component,Property,Timing,System,Scale,Method,Example UCUM Units,Code System,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO)
843,Mikrobiologi Klinik,SARS-CoV-2 (COVID-19) ORF1ab region ,Hasil ,Spesimen saluran pernafasan,Ordinal ,,,94559-2,SARS-CoV-2 (COVID-19) ORF1ab region [Presence] in Respiratory system specimen by NAA with probe detection,SARS coronavirus 2 ORF1ab region,PrThr,Pt,Respiratory System Specimen,Ord,Probe.amp.tar,,http://loinc.org,2.68,2.75,1.0,1.0
844,Mikrobiologi Klinik,SARS-CoV-2 (COVID-19) ORF1ab region [Cycle Threshold],Hasil ,Spesimen saluran pernafasan,Quantitative,{Ct_value},,94644-2,SARS-CoV-2 (COVID-19) ORF1ab region [Cycle Threshold #] in Respiratory system specimen by NAA with probe detection,SARS coronavirus 2 ORF1ab region,ThreshNum,Pt,Respiratory System Specimen,Qn,Probe.amp.tar,{Ct_value},http://loinc.org,2.68,2.75,1.0,1.0
845,Mikrobiologi Klinik,SARS-CoV-2 (COVID-19) RdRp gene ,Permintaan & Hasil,Spesimen saluran pernafasan,Ordinal ,,,94534-5,SARS-CoV-2 (COVID-19) RdRp gene [Presence] in Respiratory system specimen by NAA with probe detection,SARS coronavirus 2 RdRp gene,PrThr,Pt,Respiratory System Specimen,Ord,Probe.amp.tar,,http://loinc.org,2.68,2.75,1.0,1.0
846,Mikrobiologi Klinik,SARS-CoV-2 (COVID-19) RdRp gene ,Hasil ,Spesimen saluran pernafasan,Quantitative,{Ct_value},,94646-7,SARS-CoV-2 (COVID-19) RdRp gene [Cycle Threshold #] in Respiratory system specimen by NAA with probe detection,SARS coronavirus 2 RdRp gene,ThreshNum,Pt,Respiratory System Specimen,Qn,Probe.amp.tar,{Ct_value},http://loinc.org,2.68,2.75,1.0,1.0
847,Mikrobiologi Klinik,SARS-CoV-2 (COVID-19) RNA,Permintaan & Hasil,Spesimen saluran pernafasan,Ordinal ,,,94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory system specimen by NAA with probe detection,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory System Specimen,Ord,Probe.amp.tar,,http://loinc.org,2.68,2.75,1.0,1.0
848,Mikrobiologi Klinik,SARS-CoV-2 (COVID-19) RNA ,Hasil ,Spesimen saluran pernafasan,Quantitative,{Ct_value},,94745-7,SARS-CoV-2 (COVID-19) RNA [Cycle Threshold #] in Respiratory system specimen by NAA with probe detection,SARS coronavirus 2 RNA,ThreshNum,Pt,Respiratory System Specimen,Qn,Probe.amp.tar,{Ct_value},http://loinc.org,2.68,2.75,1.0,1.0
849,Mikrobiologi Klinik,SARS-CoV-2 (COVID-19) S gene,Permintaan & Hasil,Spesimen saluran pernafasan,Ordinal ,,,94640-0,SARS-CoV-2 (COVID-19) S gene [Presence] in Respiratory system specimen by NAA with probe detection,SARS coronavirus 2 S gene,PrThr,Pt,Respiratory System Specimen,Ord,Probe.amp.tar,,http://loinc.org,2.68,2.75,1.0,1.0
850,Mikrobiologi Klinik,SARS-CoV-2 (COVID-19) S gene,Hasil ,Spesimen saluran pernafasan,Quantitative,{Ct_value},,94642-6,SARS-CoV-2 (COVID-19) S gene [Cycle Threshold #] in Respiratory system specimen by NAA with probe detection,SARS coronavirus 2 S gene,ThreshNum,Pt,Respiratory System Specimen,Qn,Probe.amp.tar,{Ct_value},http://loinc.org,2.68,2.75,1.0,1.0
851,Mikrobiologi Klinik,SARS-related coronavirus E gene ,Hasil ,Spesimen saluran pernafasan,Ordinal ,,,94758-0,SARS-related coronavirus E gene [Presence] in Respiratory system specimen by NAA with probe detection,SARS-related coronavirus E gene,PrThr,Pt,Respiratory System Specimen,Ord,Probe.amp.tar,,http://loinc.org,2.68,2.75,1.0,1.0
852,Mikrobiologi Klinik,SARS-related coronavirus RNA ,Permintaan & Hasil,Spesimen saluran pernafasan,Ordinal ,,,94502-2,SARS-related coronavirus RNA [Presence] in Respiratory system specimen by NAA with probe detection,SARS-related coronavirus RNA,PrThr,Pt,Respiratory System Specimen,Ord,Probe.amp.tar,,http://loinc.org,2.68,2.75,1.0,1.0
853,Mikrobiologi Klinik,Biakan leptospira cairan otak ,Permintaan & Hasil,Cairan otak ,Nominal ,,Organism specific culture,6454-3,Leptospira sp identified in Cerebral spinal fluid by Organism specific culture,Leptospira sp identified,Prid,Pt,CSF,Nom,Organism specific culture,,http://loinc.org,1.0f,1.0ma,1.0,1.0
854,Mikrobiologi Klinik,Biakan leptospira darah ,Permintaan & Hasil,Darah ,Nominal ,,Organism specific culture,6453-5,Leptospira sp identified in Blood by Organism specific culture,Leptospira sp identified,Prid,Pt,Bld,Nom,Organism specific culture,,http://loinc.org,1.0f,1.0ma,1.0,1.0
855,Mikrobiologi Klinik,Biakan leptospira jaringan ,Permintaan & Hasil,Jaringan ,Nominal ,,Organism specific culture,23599-4,Leptospira sp identified in Tissue by Organism specific culture,Leptospira sp identified,Prid,Pt,Tiss,Nom,Organism specific culture,,http://loinc.org,1.0n,2.22,1.0,1.0
856,Mikrobiologi Klinik,Biakan leptospira lain-lain ,Permintaan & Hasil,Spesimen,Nominal ,,Organism specific culture,594-2,Leptospira sp identified in Specimen by Organism specific culture,Leptospira sp identified,Prid,Pt,XXX,Nom,Organism specific culture,,http://loinc.org,1.0,2.73,1.0,1.0
857,Mikrobiologi Klinik,Biakan leptospira urine ,Permintaan & Hasil,Urine,Nominal ,,Organism specific culture,6455-0,Leptospira sp identified in Urine by Organism specific culture,Leptospira sp identified,Prid,Pt,Urine,Nom,Organism specific culture,,http://loinc.org,1.0f,2.19,1.0,1.0
858,Mikrobiologi Klinik,Pemeriksaan Tzank smear ,Permintaan & Hasil,Penis,Nominal ,,Tzanck smear,32186-9,Microscopic observation [Identifier] in Penis by Tzanck smear,Microscopic observation,Prid,Pt,Penis,Nom,Tzanck smear,,http://loinc.org,2.07,2.21,1.0,1.0
859,Mikrobiologi Klinik,Pemeriksaan Tzank smear ,Permintaan & Hasil,Kulit ,Nominal ,,Tzanck smear,32187-7,Microscopic observation [Identifier] in Skin by Tzanck smear,Microscopic observation,Prid,Pt,Skin,Nom,Tzanck smear,,http://loinc.org,2.07,2.21,1.0,1.0
860,Mikrobiologi Klinik,Pemeriksaan Tzank smear ,Permintaan & Hasil,Spesimen ,Nominal ,,Tzanck smear,45043-7,Microscopic observation [Identifier] in Specimen by Tzanck smear,Microscopic observation,Prid,Pt,XXX,Nom,Tzanck smear,,http://loinc.org,2.17,2.73,1.0,1.0
861,Mikrobiologi Klinik,Pewarnaan Giemsa ,Permintaan & Hasil,Spesimen ,Nominal ,,Giemsa stain,662-7,Microscopic observation [Identifier] in Specimen by Giemsa stain,Microscopic observation,Prid,Pt,XXX,Nom,Giemsa stain,,http://loinc.org,1.0,2.73,1.0,1.0
862,Mikrobiologi Klinik,Leptospira MAT ,Permintaan ,Serum ,-,,Agglutination,99011-9,Leptospira sp Ab panel - Serum by Agglutination ,Leptospira sp Ab panel,-,Pt,Ser,-,Aggl,,http://loinc.org,2.72,2.72,1.0,1.0
863,Mikrobiologi Klinik,Antibodi Leptospira sg Andaman sv Andamana strain CH 11,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099088,Antibodi Leptospira sg Andaman sv Andamana strain CH 11,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
864,Mikrobiologi Klinik,Antibodi Leptospira sg Australis sv Australis strain Ballico,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099089,Antibodi Leptospira sg Australis sv Australis strain Ballico,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
865,Mikrobiologi Klinik,Antibodi Leptospira sg Australis sv Bratislava strain Jez Bratislava ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099090,Antibodi Leptospira sg Australis sv Bratislava strain Jez Bratislava ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
866,Mikrobiologi Klinik,Antibodi Leptospira sg Autumnalis sr Autumnalis strain Akiyama A ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099091,Antibodi Leptospira sg Autumnalis sr Autumnalis strain Akiyama A ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
867,Mikrobiologi Klinik,Antibodi Leptospira sg Autumnalis sv Rachmati strain Rachmat ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099092,Antibodi Leptospira sg Autumnalis sv Rachmati strain Rachmat ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
868,Mikrobiologi Klinik,Antibodi Leptospira sg Ballum sv Ballum strain Mus 127,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099093,Antibodi Leptospira sg Ballum sv Ballum strain Mus 127,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
869,Mikrobiologi Klinik,Antibodi Leptospira sg Ballum sv Castelionis strain Castellon 3 ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099094,Antibodi Leptospira sg Ballum sv Castelionis strain Castellon 3 ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
870,Mikrobiologi Klinik,Antibodi Leptospira sg Bataviae sv Bataviae strain Swart ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099095,Antibodi Leptospira sg Bataviae sv Bataviae strain Swart ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
871,Mikrobiologi Klinik,Antibodi Leptospira sg Canicola sv Benjamini strain Benjamin ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099096,Antibodi Leptospira sg Canicola sv Benjamini strain Benjamin ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
872,Mikrobiologi Klinik,Antibodi Leptospira sg Celledoni sv Whittcombi strain Whittcomb ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099097,Antibodi Leptospira sg Celledoni sv Whittcombi strain Whittcomb ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
873,Mikrobiologi Klinik,Antibodi Leptospira sg Cynopteri sv Cynopteri strain 3522 C ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099098,Antibodi Leptospira sg Cynopteri sv Cynopteri strain 3522 C ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
874,Mikrobiologi Klinik,Antibodi Leptospira sg Grippotyposa sv Grippotyphosa strain Moksva V ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099099,Antibodi Leptospira sg Grippotyposa sv Grippotyphosa strain Moksva V ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
875,Mikrobiologi Klinik,Antibodi Leptospira sg Hebdomadis sv Hebdomadis strain Hebdomadis ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099100,Antibodi Leptospira sg Hebdomadis sv Hebdomadis strain Hebdomadis ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
876,Mikrobiologi Klinik,Antibodi Leptospira sg Icterohaemorrhagiae sv Copehageni strain M 20,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099101,Antibodi Leptospira sg Icterohaemorrhagiae sv Copehageni strain M 20,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
877,Mikrobiologi Klinik,Antibodi Leptospira sg Icterohaemorrhagiae sv Icterohaemorrhagiae starin RGA,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099102,Antibodi Leptospira sg Icterohaemorrhagiae sv Icterohaemorrhagiae starin RGA,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
878,Mikrobiologi Klinik,Antibodi Leptospira sg Icterohaemorrhagiae sv Icterohaemorrhagiae strain Lai,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099103,Antibodi Leptospira sg Icterohaemorrhagiae sv Icterohaemorrhagiae strain Lai,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
879,Mikrobiologi Klinik,Antibodi Leptospira sg Icterohaemorrhagiae sv Naam strain Naam ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099104,Antibodi Leptospira sg Icterohaemorrhagiae sv Naam strain Naam ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
880,Mikrobiologi Klinik,Antibodi Leptospira sg Javanica sv Coxi strain Cox ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099105,Antibodi Leptospira sg Javanica sv Coxi strain Cox ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
881,Mikrobiologi Klinik,Antibodi Leptospira sg Javanica sv Javanica strain Veldart Batavia 46 ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099106,Antibodi Leptospira sg Javanica sv Javanica strain Veldart Batavia 46 ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
882,Mikrobiologi Klinik,Antibodi Leptospira sg Panama sv Panama strain CZ214 ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099107,Antibodi Leptospira sg Panama sv Panama strain CZ214 ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
883,Mikrobiologi Klinik,Antibodi Leptospira sg Pomona sv Pomona strain Pomona ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099108,Antibodi Leptospira sg Pomona sv Pomona strain Pomona ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
884,Mikrobiologi Klinik,Antibodi Leptospira sg Pomona sv Proechyms strain II6I U ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099109,Antibodi Leptospira sg Pomona sv Proechyms strain II6I U ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
885,Mikrobiologi Klinik,Antibodi Leptospira sg Pyrogenes sv Pyrogenes strain Sallnem ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099110,Antibodi Leptospira sg Pyrogenes sv Pyrogenes strain Sallnem ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
886,Mikrobiologi Klinik,Antibodi Leptospira sg Sarmin sv Sarmin strain Sarmin ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099111,Antibodi Leptospira sg Sarmin sv Sarmin strain Sarmin ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
887,Mikrobiologi Klinik,Antibodi Leptospira sg Sejroe sv Sejroe strain M84,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099112,Antibodi Leptospira sg Sejroe sv Sejroe strain M84,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
888,Mikrobiologi Klinik,Antibodi Leptospira sg Sejroe sv Hardjo strain Hardjoprajitno ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099113,Antibodi Leptospira sg Sejroe sv Hardjo strain Hardjoprajitno ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
889,Mikrobiologi Klinik,Antibodi Leptospira sg Sejroe sv Saxkoebing strain Mus 24 ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099114,Antibodi Leptospira sg Sejroe sv Saxkoebing strain Mus 24 ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
890,Mikrobiologi Klinik,Antibodi Leptospira sg Semaranga sv Patox strain Patoc 1 ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099115,Antibodi Leptospira sg Semaranga sv Patox strain Patoc 1 ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
891,Mikrobiologi Klinik,Antibodi Leptospira sg Semaranga sv Semaranga strain V. Semaranga 173 ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099116,Antibodi Leptospira sg Semaranga sv Semaranga strain V. Semaranga 173 ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
892,Mikrobiologi Klinik,Antibodi Leptospira sg Shermani sv Shermani strain 1342 k ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099117,Antibodi Leptospira sg Shermani sv Shermani strain 1342 k ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
893,Mikrobiologi Klinik,Antibodi Leptospira sg Tarassovi sv Tarassovi strain Perpelitsin ,Permintaan & Hasil,Serum ,Quantitative,{titer},Agglutination,TK099118,Antibodi Leptospira sg Tarassovi sv Tarassovi strain Perpelitsin ,,,,,,,,http://terminology.kemkes.go.id,,,1.0,1.0
894,Mikrobiologi Klinik,IgG Anti Monkeypox,Permintaan & Hasil,Serum,Semi-quantitative ,{titer},Immunoassay,103629-2,Monkeypox virus IgG Ab [Titer] in Serum by Immunoassay,Monkeypox virus Ab.IgG,Titr,Pt,Ser,SemiQn,IA,{titer},http://loinc.org,2.77,2.77,1.0,1.0
895,Mikrobiologi Klinik,IgM Anti Monkeypox,Permintaan & Hasil,Serum,Semi-quantitative ,{titer},Immunoassay,103630-0,Monkeypox virus IgM Ab [Titer] in Serum by Immunoassay,Monkeypox virus Ab.IgM,Titr,Pt,Ser,SemiQn,IA,{titer},http://loinc.org,2.77,2.77,1.0,1.0
896,Mikrobiologi Klinik,Monkeypox virus (PCR),Permintaan & Hasil,Spesimen ,Ordinal ,,PCR,100383-9,Monkeypox virus DNA [Presence] in Specimen by NAA with probe detection,Monkeypox virus DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.73,2.73,1.0,1.0
897,Mikrobiologi Klinik,Panel Monkeypox virus sequencing ,Permintaan,Spesimen ,-,,Sequencing,101002-4,Monkeypox virus sequencing panel - Specimen by Sequencing ,Monkeypox virus sequencing panel,-,Pt,XXX,-,Sequencing,,http://loinc.org,2.74,2.75,1.0,1.0
898,Mikrobiologi Klinik,Monkeypox virus clade,Permintaan & Hasil,Serum,Nominal ,,Sequencing,101003-2,Monkeypox virus clade [Type] in Specimen by Sequencing,Monkeypox virus clade,Type,Pt,XXX,Nom,Sequencing,,http://loinc.org,2.74,2.75,1.0,1.0
899,Mikrobiologi Klinik,Monkeypox virus lineage,Permintaan & Hasil,Spesimen ,Nominal ,,Sequencing,101004-0,Monkeypox virus lineage [Type] in Specimen by Sequencing,Monkeypox virus lineage,Type,Pt,XXX,Nom,Sequencing,,http://loinc.org,2.74,2.75,1.0,1.0
900,Mikrobiologi Klinik,Panel IgG dan IgM Anti Rickettsia sp ,Permintaan,Serum,Quantitative ,,,35740-0,Rickettsia sp IgG and IgM panel - Serum ,Rickettsia sp Ab.IgG & IgM panel,-,Pt,Ser,Qn,,,http://loinc.org,2.13,2.42,1.0,1.0
901,Mikrobiologi Klinik,IgG Anti Rickettsia sp ,Permintaan & Hasil,Serum,Quantitative ,[arb'U]/mL,,35877-0,Rickettsia sp IgG Ab [Units/volume] in Serum,Rickettsia sp Ab.IgG,ACnc,Pt,Ser,Qn,,[arb'U]/mL,http://loinc.org,2.13,2.69,1.0,1.0
902,Mikrobiologi Klinik,IgM Anti Rickettsia sp ,Permintaan & Hasil,Serum,Quantitative ,[arb'U]/mL,,35876-2,Rickettsia sp IgM Ab [Units/volume] in Serum,Rickettsia sp Ab.IgM,ACnc,Pt,Ser,Qn,,[arb'U]/mL,http://loinc.org,2.13,2.73,1.0,1.0
903,Mikrobiologi Klinik,Rickettsia sp titer,Permintaan & Hasil,Serum,Semi-quantitative ,{titer},,22484-0,Rickettsia sp Ab [Titer] in Serum,Rickettsia sp Ab,Titr,Pt,Ser,SemiQn,,{titer},http://loinc.org,1.0n,2.75,1.0,1.0
904,Mikrobiologi Klinik,Identifikasi Rickettsia sp (Sequencing),Permintaan & Hasil,Spesimen ,Nominal ,,Sequencing,49127-4,Rickettsia sp identified in Specimen by Sequencing,Rickettsia sp identified,Prid,Pt,XXX,Nom,Sequencing,,http://loinc.org,2.21,2.69,1.0,1.0
905,Mikrobiologi Klinik,Rickettsia sp (PCR) ,Permintaan & Hasil,Darah,Ordinal ,,PCR,53608-6,Rickettsia sp DNA [Presence] in Blood by NAA with probe detection,Rickettsia sp DNA,PrThr,Pt,Bld,Ord,Probe.amp.tar,,http://loinc.org,2.26,2.63,1.0,1.0
906,Mikrobiologi Klinik,Rickettsia sp (PCR) ,Permintaan & Hasil,Spesimen ,Ordinal ,,PCR,48869-2,Rickettsia sp DNA [Presence] in Specimen by NAA with probe detection,Rickettsia sp DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.21,2.69,1.0,1.0
907,Mikrobiologi Klinik,Antibodi Rickettsia spotted fever group ,Permintaan & Hasil,Serum,Ordinal ,,Immunofluorescence,23776-8,Rickettsia spotted fever group Ab [Presence] in Serum by Immunofluorescence,Rickettsia spotted fever group Ab,PrThr,Pt,Ser,Ord,IF,,http://loinc.org,1.0n,2.56,1.0,1.0
908,Mikrobiologi Klinik,Antibodi  Rickettsia rickettsii ,Permintaan & Hasil,Serum,Ordinal ,,Immunofluorescence,29706-9,Rickettsia rickettsii Ab [Presence] in Serum by Immunofluorescence,Rickettsia rickettsii Ab,PrThr,Pt,Ser,Ord,IF,,http://loinc.org,2.03,2.56,1.0,1.0
909,Mikrobiologi Klinik,Titer Antibodi Rickettsia rickettsii ,Permintaan & Hasil,Serum,Semi-quantitative ,{titer},Immunofluorescence,29705-1,Rickettsia rickettsii Ab [Titer] in Serum by Immunofluorescence,Rickettsia rickettsii Ab,Titr,Pt,Ser,SemiQn,IF,{titer},http://loinc.org,2.03,2.75,1.0,1.0
910,Mikrobiologi Klinik,IgM Anti Rickettsia rickettsii ,Permintaan & Hasil,Serum,Semi-quantitative ,{titer},Immunofluorescence,5308-2,Rickettsia rickettsii IgM Ab [Titer] in Serum by Immunofluorescence,Rickettsia rickettsii Ab.IgM,Titr,Pt,Ser,SemiQn,IF,{titer},http://loinc.org,1.0,2.75,1.0,1.0
911,Mikrobiologi Klinik,IgG Anti Rickettsia rickettsii ,Permintaan & Hasil,Serum,Semi-quantitative ,{titer},Immunofluorescence,5307-4,Rickettsia rickettsii IgG Ab [Titer] in Serum by Immunofluorescence,Rickettsia rickettsii Ab.IgG,Titr,Pt,Ser,SemiQn,IF,{titer},http://loinc.org,1.0,2.75,1.0,1.0
912,Mikrobiologi Klinik,Antibodi Rickettsia conorii ,Permintaan & Hasil,Serum,Ordinal ,,Immunofluorescence,29702-8,Rickettsia conorii Ab [Presence] in Serum by Immunofluorescence,Rickettsia conorii Ab,PrThr,Pt,Ser,Ord,IF,,http://loinc.org,2.03,2.56,1.0,1.0
913,Mikrobiologi Klinik,Titer Antibodi Rickettsia conorii ,Permintaan & Hasil,Serum,Semi-quantitative ,{titer},Immunofluorescence,29665-7,Rickettsia conorii Ab [Titer] in Serum by Immunofluorescence,Rickettsia conorii Ab,Titr,Pt,Ser,SemiQn,IF,{titer},http://loinc.org,2.03,2.75,1.0,1.0
914,Mikrobiologi Klinik,IgM Anti Rickettsia conorii ,Permintaan & Hasil,Serum,Semi-quantitative ,{titer},Immunofluorescence,25750-1,Rickettsia conorii IgM Ab [Titer] in Serum by Immunofluorescence,Rickettsia conorii Ab.IgM,Titr,Pt,Ser,SemiQn,IF,{titer},http://loinc.org,2.00,2.75,1.0,1.0
915,Mikrobiologi Klinik,IgG Anti Rickettsia conorii ,Permintaan & Hasil,Serum,Semi-quantitative ,{titer},Immunofluorescence,25749-3,Rickettsia conorii IgG Ab [Titer] in Serum by Immunofluorescence,Rickettsia conorii Ab.IgG,Titr,Pt,Ser,SemiQn,IF,{titer},http://loinc.org,2.00,2.75,1.0,1.0
916,Mikrobiologi Klinik,Antibodi Rickettsia typhi ,Permintaan & Hasil,Serum,Ordinal ,,Immunofluorescence,29712-7,Rickettsia typhi Ab [Presence] in Serum by Immunofluorescence,Rickettsia typhi Ab,PrThr,Pt,Ser,Ord,IF,,http://loinc.org,2.03,2.56,1.0,1.0
917,Mikrobiologi Klinik,Antibodi Rickettsia typhus group ,Permintaan & Hasil,Serum,Semi-quantitative ,{titer},Immunofluorescence,5318-1,Rickettsia typhus group Ab [Titer] in Serum by Immunofluorescence,Rickettsia typhus group Ab,Titr,Pt,Ser,SemiQn,IF,{titer},http://loinc.org,1.0,2.75,1.0,1.0
918,Mikrobiologi Klinik,IgG Anti Rickettsia typhus group ,Permintaan & Hasil,Serum,Semi-quantitative ,{titer},Immunofluorescence,5320-7,Rickettsia typhus group IgG Ab [Titer] in Serum by Immunofluorescence,Rickettsia typhus group Ab.IgG,Titr,Pt,Ser,SemiQn,IF,{titer},http://loinc.org,1.0,2.75,1.0,1.0
919,Mikrobiologi Klinik,IgM Anti Rickettsia typhus group ,Permintaan & Hasil,Serum,Semi-quantitative ,{titer},Immunofluorescence,5322-3,Rickettsia typhus group IgM Ab [Titer] in Serum by Immunofluorescence,Rickettsia typhus group Ab.IgM,Titr,Pt,Ser,SemiQn,IF,{titer},http://loinc.org,1.0,2.75,1.0,1.0
920,Mikrobiologi Klinik,Antibodi Rickettsia prowazekii ,Permintaan & Hasil,Serum,Ordinal ,,Immunofluorescence,29710-1,Rickettsia prowazekii Ab [Presence] in Serum by Immunofluorescence,Rickettsia prowazekii Ab,PrThr,Pt,Ser,Ord,IF,,http://loinc.org,2.03,2.56,1.0,1.0
921,Mikrobiologi Klinik,IgM Anti Rickettsia prowazekii ,Permintaan & Hasil,Serum,Semi-quantitative ,{titer},Immunofluorescence,25752-7,Rickettsia prowazekii IgM Ab [Titer] in Serum by Immunofluorescence,Rickettsia prowazekii Ab.IgM,Titr,Pt,Ser,SemiQn,IF,{titer},http://loinc.org,2.00,2.75,1.0,1.0
