IDKategori,Nama Pemeriksaan,Permintaan/Hasil,Spesimen,Tipe hasil pemeriksaan,Satuan,Metode Analisis,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System
29,Biakan GO endometrium,Permintaan & Hasil,Endometrium,Ordinal,,Kultur ,690-8,Neisseria gonorrhoeae [Presence] in Endometrium by Organism specific culture,Neisseria gonorrhoeae,PrThr,Pt,Endomet,Ord,Organism specific culture,,http://loinc.org
29,Biakan GO genital,Permintaan & Hasil,Genital,Ordinal,,Kultur ,691-6,Neisseria gonorrhoeae [Presence] in Genital specimen by Organism specific culture,Neisseria gonorrhoeae,PrThr,Pt,Genital,Ord,Organism specific culture,,http://loinc.org
29,Biakan GO konjungtiva,Permintaan & Hasil,Konjungtiva,Ordinal,,Kultur ,30099-6,Neisseria gonorrhoeae [Presence] in Conjunctival specimen by Organism specific culture,Neisseria gonorrhoeae,PrThr,Pt,Cnjt,Ord,Organism specific culture,,http://loinc.org
29,Biakan GO lain-lain,Permintaan & Hasil,Swab/ Sekret,Ordinal,,Kultur ,698-1,Neisseria gonorrhoeae [Presence] in Specimen by Organism specific culture,Neisseria gonorrhoeae,PrThr,Pt,XXX,Ord,Organism specific culture,,http://loinc.org
29,Biakan GO serviks,Permintaan & Hasil,Serviks,Ordinal,,Kultur ,688-2,Neisseria gonorrhoeae [Presence] in Cervix by Organism specific culture,Neisseria gonorrhoeae,PrThr,Pt,Cvx,Ord,Organism specific culture,,http://loinc.org
29,Biakan GO tenggorokan,Permintaan & Hasil,Tenggorokan,Ordinal,,Kultur ,696-5,Neisseria gonorrhoeae [Presence] in Throat by Organism specific culture,Neisseria gonorrhoeae,PrThr,Pt,Thrt,Ord,Organism specific culture,,http://loinc.org
29,Biakan GO uretra,Permintaan & Hasil,Uretra,Ordinal,,Kultur ,697-3,Neisseria gonorrhoeae [Presence] in Urethra by Organism specific culture,Neisseria gonorrhoeae,PrThr,Pt,Urethra,Ord,Organism specific culture,,http://loinc.org
29,Biakan Salmonella feses,Permintaan & Hasil,Feses,Nominal,,Kultur ,20955-1,Salmonella sp identified in Stool by Organism specific culture,Salmonella sp identified,Prid,Pt,Stool,Nom,Organism specific culture,,http://loinc.org
29,Biakan Salmonella rectal swab ,Permintaan & Hasil,Rektal swab ,Nominal ,,Kultur ,MK099923,Biakan Salmonella rectal swab ,,,Pt,Rektal swab ,Nominal ,Kultur ,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan Salmonella-Shigella (SS) E. coli,Permintaan & Hasil,Feses,Nominal,,Kultur ,48806-4,Salmonella sp+Shigella sp+Escherichia coli enterotoxic identified in Stool by Organism specific culture,Salmonella sp+Shigella sp+Escherichia coli enterotoxic identified,Prid,Pt,Stool,Nom,Organism specific culture,,http://loinc.org
29,Biakan Salmonella-Shigella (SS) feses,Permintaan & Hasil,Feses,Nominal,,Kultur ,43371-4,Salmonella and Shigella sp identified in Stool by Organism specific culture,Salmonella & Shigella sp identified,Prid,Pt,Stool,Nom,Organism specific culture,,http://loinc.org
29,Biakan Salmonella-Shigella (SS) lain-lain,Permintaan & Hasil,Lain-lain,Nominal,,Kultur ,42255-0,Salmonella and Shigella sp identified in Specimen by Organism specific culture,Salmonella & Shigella sp identified,Prid,Pt,XXX,Nom,Organism specific culture,,http://loinc.org
29,Hitung koloni urine,Permintaan & Hasil,Urine,Quantitative,/uL,Automatic,19090-0,Colony count [#/volume] in Urine,Colony count,NCnc,Pt,Urine,Qn,,/uL,http://loinc.org
29,Uji resistansi antibiotik,Permintaan,Isolat,OrdQn,,,29576-6,Bacterial susceptibility panel,Bacterial susceptibility panel,-,Pt,Isolate,OrdQn,,,http://loinc.org
29,Amikacin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,13-3,Amikacin [Susceptibility] by Disk diffusion (KB),Amikacin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Amikacin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),12-5,Amikacin [Susceptibility] by Minimum inhibitory concentration (MIC),Amikacin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Amoxicilin-clavulanic acid (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,21-6,Amoxicillin+Clavulanate [Susceptibility] by Disk diffusion (KB),Amoxicillin+Clavulanate,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Amoxicilin-clavulanic acid (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),20-8,Amoxicillin+Clavulanate [Susceptibility] by Minimum inhibitory concentration (MIC),Amoxicillin+Clavulanate,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Ampicilin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,29-9,Ampicillin [Susceptibility] by Disk diffusion (KB),Ampicillin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Ampicilin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),28-1,Ampicillin [Susceptibility] by Minimum inhibitory concentration (MIC),Ampicillin,Susc,Pt,Isolate,OrdQn,MIC,ug/mL,http://loinc.org
29,Ampicilin-sulbactam (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,33-1,Ampicillin+Sulbactam [Susceptibility] by Disk diffusion (KB),Ampicillin+Sulbactam,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Ampicilin-sulbactam (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),32-3,Ampicillin+Sulbactam [Susceptibility] by Minimum inhibitory concentration (MIC),Ampicillin+Sulbactam,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Azitromycin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,37-2,Azithromycin [Susceptibility] by Disk diffusion (KB),Azithromycin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Azitromycin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),36-4,Azithromycin [Susceptibility] by Minimum inhibitory concentration (MIC),Azithromycin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Aztreonam (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,45-5,Aztreonam [Susceptibility] by Disk diffusion (KB),Aztreonam,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Aztreonam (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),44-8,Aztreonam [Susceptibility] by Minimum inhibitory concentration (MIC),Aztreonam,Susc,Pt,Isolate,OrdQn,MIC,ug/mL,http://loinc.org
29,Cefazolin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,77-8,ceFAZolin [Susceptibility] by Disk diffusion (KB),ceFAZolin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Cefazolin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),76-0,ceFAZolin [Susceptibility] by Minimum inhibitory concentration (MIC),ceFAZolin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Cefepime (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,8272-7,Cefepime [Susceptibility] by Disk diffusion (KB),Cefepime,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Cefepime (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),6644-9,Cefepime [Susceptibility] by Minimum inhibitory concentration (MIC),Cefepime,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Cefotaxime (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,55189-5,Cefotaxime [Susceptibility] for meningitis by Disk diffusion (KB),Cefotaxime,Susc,Pt,Isolate.meningitis,OrdQn,Agar diffusion,,http://loinc.org
29,Cefotaxime (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),108-1,Cefotaxime [Susceptibility] by Minimum inhibitory concentration (MIC),Cefotaxime,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Cefoxitin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,117-2,cefOXitin [Susceptibility] by Disk diffusion (KB),cefOXitin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Cefoxitin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),116-4,cefOXitin [Susceptibility] by Minimum inhibitory concentration (MIC),cefOXitin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Ceftazidime (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,134-7,cefTAZidime [Susceptibility] by Disk diffusion (KB),cefTAZidime,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Ceftazidime (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),133-9,cefTAZidime [Susceptibility] by Minimum inhibitory concentration (MIC),cefTAZidime,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Ceftizoxime (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,138-8,Ceftizoxime [Susceptibility] by Disk diffusion (KB),Ceftizoxime,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Ceftizoxime (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),137-0,Ceftizoxime [Susceptibility] by Minimum inhibitory concentration (MIC),Ceftizoxime,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Ceftriaxone (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,141-2,cefTRIAXone [Susceptibility] by Minimum inhibitory concentration (MIC),cefTRIAXone,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Ceftriaxone (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),31140-7,cefTRIAXone [Susceptibility] for meningitis by Minimum inhibitory concentration (MIC),cefTRIAXone,Susc,Pt,Isolate.meningitis,OrdQn,MIC,,http://loinc.org
29,Cefuroxime (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,74699-0,Cefuroxime [Susceptibility] by Disk diffusion (KB),Cefuroxime,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Cefuroxime (Uji resistansi),Permintaan & Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),51774-8,Cefuroxime [Susceptibility] by Minimum inhibitory concentration (MIC),Cefuroxime,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Chloramphenicol (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,174-3,Chloramphenicol [Susceptibility] by Disk diffusion (KB),Chloramphenicol,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Chloramphenicol (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),173-5,Chloramphenicol [Susceptibility] by Minimum inhibitory concentration (MIC),Chloramphenicol,Susc,Pt,Isolate,OrdQn,MIC,ug/mL,http://loinc.org
29,Ciprofloxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,186-7,Ciprofloxacin [Susceptibility] by Disk diffusion (KB),Ciprofloxacin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Ciprofloxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),185-9,Ciprofloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),Ciprofloxacin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Clindamycin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,194-1,Clindamycin [Susceptibility] by Disk diffusion (KB),Clindamycin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Clindamycin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),193-3,Clindamycin [Susceptibility] by Minimum inhibitory concentration (MIC),Clindamycin,Susc,Pt,Isolate,OrdQn,MIC,ug/mL,http://loinc.org
29,Doripenem (Uji resistansi),Permintaan & Hasil,Isolat,OrdQn,,Disk diffusion,72893-1,Doripenem [Susceptibility] by Disk diffusion (KB),Doripenem,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Doripenem (Uji resistansi),Permintaan & Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),56031-8,Doripenem [Susceptibility] by Minimum inhibitory concentration (MIC),Doripenem,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Ertapenem (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,35799-6,Ertapenem [Susceptibility] by Disk diffusion (KB),Ertapenem,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Ertapenem (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),35801-0,Ertapenem [Susceptibility] by Minimum inhibitory concentration (MIC),Ertapenem,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Erythromycin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,234-5,Erythromycin [Susceptibility] by Disk diffusion (KB),Erythromycin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Erythromycin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),233-7,Erythromycin [Susceptibility] by Minimum inhibitory concentration (MIC),Erythromycin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Gentamicin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,268-3,Gentamicin [Susceptibility] by Disk diffusion (KB),Gentamicin,Susc,Pt,Isolate,OrdQn,Agar diffusion,mm,http://loinc.org
29,Gentamicin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),267-5,Gentamicin [Susceptibility] by Minimum inhibitory concentration (MIC),Gentamicin,Susc,Pt,Isolate,OrdQn,MIC,ug/mL,http://loinc.org
29,Imipenem (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,280-8,Imipenem [Susceptibility] by Disk diffusion (KB),Imipenem,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Imipenem (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),279-0,Imipenem [Susceptibility] by Minimum inhibitory concentration (MIC),Imipenem,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Levofloxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,21367-8,levoFLOXacin [Susceptibility] by Disk diffusion (KB),levoFLOXacin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Levofloxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),20396-8,levoFLOXacin [Susceptibility] by Minimum inhibitory concentration (MIC),levoFLOXacin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Linezolid (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,29255-7,Linezolid [Susceptibility] by Disk diffusion (KB),Linezolid,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Linezolid (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),29254-0,Linezolid [Susceptibility] by Minimum inhibitory concentration (MIC),Linezolid,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Meropenem (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,6653-0,Meropenem [Susceptibility] by Disk diffusion (KB),Meropenem,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Meropenem (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),6652-2,Meropenem [Susceptibility] by Minimum inhibitory concentration (MIC),Meropenem,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Minocycline (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,336-8,Minocycline [Susceptibility] by Disk diffusion (KB),Minocycline,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Minocycline (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),335-0,Minocycline [Susceptibility] by Minimum inhibitory concentration (MIC),Minocycline,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Moxifloxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,31041-7,Moxifloxacin [Susceptibility] by Disk diffusion (KB),Moxifloxacin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Moxifloxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),31037-5,Moxifloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),Moxifloxacin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Nitrofurantoin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,364-0,Nitrofurantoin [Susceptibility] by Disk diffusion (KB),Nitrofurantoin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Nitrofurantoin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),363-2,Nitrofurantoin [Susceptibility] by Minimum inhibitory concentration (MIC),Nitrofurantoin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Oxacilin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,384-8,Oxacillin [Susceptibility] by Disk diffusion (KB),Oxacillin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Oxacilin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),383-0,Oxacillin [Susceptibility] by Minimum inhibitory concentration (MIC),Oxacillin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Piperacilin-taxobactam (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,413-5,Piperacillin+Tazobactam [Susceptibility] by Disk diffusion (KB),Piperacillin+Tazobactam,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Piperacilin-taxobactam (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),412-7,Piperacillin+Tazobactam [Susceptibility] by Minimum inhibitory concentration (MIC),Piperacillin+Tazobactam,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Quinupristin-dalfopristin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,35835-8,Quinupristin+Dalfopristin [Susceptibility] by Disk diffusion (KB),Quinupristin+Dalfopristin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Quinupristin-dalfopristin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),23641-4,Quinupristin+Dalfopristin [Susceptibility] by Minimum inhibitory concentration (MIC),Quinupristin+Dalfopristin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Rifampicin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,429-1,rifAMPin [Susceptibility] by Disk diffusion (KB),rifAMPin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Rifampicin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),428-3,rifAMPin [Susceptibility] by Minimum inhibitory concentration (MIC),rifAMPin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Tetracycline (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,497-8,Tetracycline [Susceptibility] by Disk diffusion (KB),Tetracycline,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Tetracycline (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),496-0,Tetracycline [Susceptibility] by Minimum inhibitory concentration (MIC),Tetracycline,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Ticarcilin-clavulanic acid (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,501-7,Ticarcillin [Susceptibility] by Disk diffusion (KB),Ticarcillin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Ticarcilin-clavulanic acid (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),500-9,Ticarcillin [Susceptibility] by Minimum inhibitory concentration (MIC),Ticarcillin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Tigecycline (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,42356-6,Tigecycline [Susceptibility] by Disk diffusion (KB),Tigecycline,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Tigecycline (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),42355-8,Tigecycline [Susceptibility] by Minimum inhibitory concentration (MIC),Tigecycline,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Trimethoprim-sulphametoxazol (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,517-3,Trimethoprim+Sulfamethoxazole [Susceptibility] by Disk diffusion (KB),Trimethoprim+Sulfamethoxazole,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Trimethoprim-sulphametoxazol (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),516-5,Trimethoprim+Sulfamethoxazole [Susceptibility] by Minimum inhibitory concentration (MIC),Trimethoprim+Sulfamethoxazole,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Vancomycin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,525-6,Vancomycin [Susceptibility] by Disk diffusion (KB),Vancomycin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Vancomycin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),524-9,Vancomycin [Susceptibility] by Minimum inhibitory concentration (MIC),Vancomycin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
29,Carbenicillin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,61-2,Carbenicillin [Susceptibility] by Disk diffusion (KB),Carbenicillin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org
29,Carbenicillin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),60-4,Carbenicillin [Susceptibility] by Minimum inhibitory concentration (MIC),Carbenicillin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org
